InitialTemp;FinalTemp;MaxIters;Version;NeighSize;Mean_Cmax;Mean_Duration_ms
1000.0;0.001;20000;BOTH;50;8528.2;1103.6
1000.0;0.001;20000;BOTH;100;8462.7;2135.6
1000.0;0.001;20000;BOTH;150;8447.4;3215.1
1000.0;0.001;20000;BOTH;200;8399.5;4170.8
1000.0;0.001;20000;GREEDY;50;8527.2;1116.9
1000.0;0.001;20000;GREEDY;100;8480.4;2132.9
1000.0;0.001;20000;GREEDY;150;8418.7;3207.9
1000.0;0.001;20000;GREEDY;200;8408.1;4183.8
1000.0;0.001;20000;NORMAL;1;9027.3;28.8
1000.0;0.001;20000;REHEAT;1;8990.7;27.2
1000.0;0.001;100000;BOTH;50;8425.1;5499.3
1000.0;0.001;100000;BOTH;100;8402.5;10636.8
1000.0;0.001;100000;BOTH;150;8352.7;16036.0
1000.0;0.001;100000;BOTH;200;8337.2;20787.1
1000.0;0.001;100000;GREEDY;50;8460.8;5526.9
1000.0;0.001;100000;GREEDY;100;8395.3;10767.7
1000.0;0.001;100000;GREEDY;150;8391.4;16080.9
1000.0;0.001;100000;GREEDY;200;8354.0;20861.1
1000.0;0.001;100000;NORMAL;1;8749.4;113.4
1000.0;0.001;100000;REHEAT;1;8768.2;112.9
1000.0;0.001;200000;BOTH;50;8444.9;11020.6
1000.0;0.001;200000;BOTH;100;8377.2;21477.1
1000.0;0.001;200000;BOTH;150;8332.6;32143.7
1000.0;0.001;200000;BOTH;200;8330.1;41843.5
1000.0;0.001;200000;GREEDY;50;8406.5;10983.7
1000.0;0.001;200000;GREEDY;100;8378.5;21381.3
1000.0;0.001;200000;GREEDY;150;8360.0;31926.2
1000.0;0.001;200000;GREEDY;200;8324.6;41752.0
1000.0;0.001;200000;NORMAL;1;8739.9;220.0
1000.0;0.001;200000;REHEAT;1;8733.5;218.9
1000.0;0.001;400000;BOTH;50;8385.8;22189.2
1000.0;0.001;400000;BOTH;100;8346.5;42997.3
1000.0;0.001;400000;BOTH;150;8325.4;64367.9
1000.0;0.001;400000;BOTH;200;8314.9;83785.9
1000.0;0.001;400000;GREEDY;50;8378.2;22086.7
1000.0;0.001;400000;GREEDY;100;8370.3;42750.2
1000.0;0.001;400000;GREEDY;150;8324.4;64254.7
1000.0;0.001;400000;GREEDY;200;8306.0;83631.2
1000.0;0.001;400000;NORMAL;1;8659.5;437.2
1000.0;0.001;400000;REHEAT;1;8690.3;433.6
10000.0;0.001;20000;BOTH;50;8579.0;1106.2
10000.0;0.001;20000;BOTH;100;8487.1;2135.2
10000.0;0.001;20000;BOTH;150;8403.1;3249.2
10000.0;0.001;20000;BOTH;200;8415.9;4180.1
10000.0;0.001;20000;GREEDY;50;8551.5;1112.7
10000.0;0.001;20000;GREEDY;100;8471.0;2147.0
10000.0;0.001;20000;GREEDY;150;8434.0;3219.7
10000.0;0.001;20000;GREEDY;200;8415.4;4198.1
10000.0;0.001;20000;NORMAL;1;9084.2;27.4
10000.0;0.001;20000;REHEAT;1;9056.4;27.6
10000.0;0.001;100000;BOTH;50;8460.0;5510.6
