InitialTemp;FinalTemp;MaxIters;Version;NeighSize;Mean_Cmax;Mean_Duration_ms
1000.0;0.001;10000;BOTH;25;4673.0;232.8
1000.0;0.001;10000;BOTH;50;4631.1;445.0
1000.0;0.001;10000;BOTH;75;4607.9;679.0
1000.0;0.001;10000;BOTH;100;4611.2;857.3
1000.0;0.001;10000;GREEDY;25;4686.2;248.9
1000.0;0.001;10000;GREEDY;50;4643.9;437.9
1000.0;0.001;10000;GREEDY;75;4624.7;663.8
1000.0;0.001;10000;GREEDY;100;4618.6;869.0
1000.0;0.001;10000;NORMAL;1;4872.3;10.6
1000.0;0.001;10000;REHEAT;1;4864.1;9.3
1000.0;0.001;50000;BOTH;25;4630.3;1214.3
1000.0;0.001;50000;BOTH;50;4604.9;2242.2
1000.0;0.001;50000;BOTH;75;4586.4;3343.9
1000.0;0.001;50000;BOTH;100;4577.5;4293.5
1000.0;0.001;50000;GREEDY;25;4624.5;1170.0
1000.0;0.001;50000;GREEDY;50;4608.9;2203.5
1000.0;0.001;50000;GREEDY;75;4596.3;3343.7
1000.0;0.001;50000;GREEDY;100;4583.7;4309.1
1000.0;0.001;50000;NORMAL;1;4794.2;43.8
1000.0;0.001;50000;REHEAT;1;4791.6;44.8
1000.0;0.001;100000;BOTH;25;4616.9;2329.8
1000.0;0.001;100000;BOTH;50;4587.5;4426.6
1000.0;0.001;100000;BOTH;75;4577.7;6674.0
1000.0;0.001;100000;BOTH;100;4560.5;8618.1
1000.0;0.001;100000;GREEDY;25;4623.0;2338.2
1000.0;0.001;100000;GREEDY;50;4603.1;4441.9
1000.0;0.001;100000;GREEDY;75;4579.9;6660.5
1000.0;0.001;100000;GREEDY;100;4571.3;8616.7
1000.0;0.001;100000;NORMAL;1;4723.5;86.4
1000.0;0.001;100000;REHEAT;1;4728.5;87.8
1000.0;0.001;200000;BOTH;25;4602.5;4725.5
1000.0;0.001;200000;BOTH;50;4575.9;9057.5
1000.0;0.001;200000;BOTH;75;4564.0;13426.6
1000.0;0.001;200000;BOTH;100;4555.7;17135.6
1000.0;0.001;200000;GREEDY;25;4589.0;4716.3
1000.0;0.001;200000;GREEDY;50;4583.6;8962.6
1000.0;0.001;200000;GREEDY;75;4566.3;13296.5
1000.0;0.001;200000;GREEDY;100;4566.3;17173.5
1000.0;0.001;200000;NORMAL;1;4706.0;190.1
1000.0;0.001;200000;REHEAT;1;4708.8;170.0
10000.0;0.001;10000;BOTH;25;4700.9;230.6
10000.0;0.001;10000;BOTH;50;4634.5;440.7
10000.0;0.001;10000;BOTH;75;4619.5;674.5
10000.0;0.001;10000;BOTH;100;4605.9;868.4
10000.0;0.001;10000;GREEDY;25;4679.4;231.1
10000.0;0.001;10000;GREEDY;50;4638.7;445.6
10000.0;0.001;10000;GREEDY;75;4608.7;666.3
10000.0;0.001;10000;GREEDY;100;4604.7;852.3
10000.0;0.001;10000;NORMAL;1;4880.4;10.0
10000.0;0.001;10000;REHEAT;1;4891.3;10.0
10000.0;0.001;50000;BOTH;25;4639.8;1181.1
10000.0;0.001;50000;BOTH;50;4612.1;2215.8
10000.0;0.001;50000;BOTH;75;4589.7;3331.8
10000.0;0.001;50000;BOTH;100;4576.7;4279.8
10000.0;0.001;50000;GREEDY;25;4637.2;1164.4
10000.0;0.001;50000;GREEDY;50;4610.6;2469.2
10000.0;0.001;50000;GREEDY;75;4588.8;3295.5
10000.0;0.001;50000;GREEDY;100;4593.8;4290.5
10000.0;0.001;50000;NORMAL;1;4761.3;44.2
10000.0;0.001;50000;REHEAT;1;4780.8;44.1
10000.0;0.001;100000;BOTH;25;4613.9;2328.8
10000.0;0.001;100000;BOTH;50;4595.4;4430.2
10000.0;0.001;100000;BOTH;75;4586.8;6624.2
10000.0;0.001;100000;BOTH;100;4565.3;8609.3
10000.0;0.001;100000;GREEDY;25;4624.4;2331.2
10000.0;0.001;100000;GREEDY;50;4599.1;4418.3
10000.0;0.001;100000;GREEDY;75;4577.7;6734.0
10000.0;0.001;100000;GREEDY;100;4570.6;8613.2
10000.0;0.001;100000;NORMAL;1;4720.0;86.3
10000.0;0.001;100000;REHEAT;1;4728.1;90.8
10000.0;0.001;200000;BOTH;25;4615.0;4655.9
10000.0;0.001;200000;BOTH;50;4588.6;8873.4
10000.0;0.001;200000;BOTH;75;4577.0;13302.9
10000.0;0.001;200000;BOTH;100;4568.8;17254.4
10000.0;0.001;200000;GREEDY;25;4609.9;4664.6
10000.0;0.001;200000;GREEDY;50;4597.3;8846.3
10000.0;0.001;200000;GREEDY;75;4577.9;13430.7
10000.0;0.001;200000;GREEDY;100;4571.0;17132.5
10000.0;0.001;200000;NORMAL;1;4706.2;172.7
10000.0;0.001;200000;REHEAT;1;4695.5;176.6
100000.0;0.001;10000;BOTH;25;4701.7;259.5
100000.0;0.001;10000;BOTH;50;4648.4;445.1
100000.0;0.001;10000;BOTH;75;4622.7;678.0
100000.0;0.001;10000;BOTH;100;4610.2;856.4
100000.0;0.001;10000;GREEDY;25;4674.6;233.6
100000.0;0.001;10000;GREEDY;50;4656.9;456.8
100000.0;0.001;10000;GREEDY;75;4624.6;660.6
100000.0;0.001;10000;GREEDY;100;4624.6;857.9
100000.0;0.001;10000;NORMAL;1;4900.3;10.7
100000.0;0.001;10000;REHEAT;1;4916.9;10.5
100000.0;0.001;50000;BOTH;25;4646.7;1178.6
100000.0;0.001;50000;BOTH;50;4631.4;2420.0
100000.0;0.001;50000;BOTH;75;4596.0;3725.0
100000.0;0.001;50000;BOTH;100;4588.4;4724.7
100000.0;0.001;50000;GREEDY;25;4637.0;1156.7
100000.0;0.001;50000;GREEDY;50;4615.6;2231.8
100000.0;0.001;50000;GREEDY;75;4597.0;3330.7
100000.0;0.001;50000;GREEDY;100;4577.2;4306.1
100000.0;0.001;50000;NORMAL;1;4791.4;44.8
100000.0;0.001;50000;REHEAT;1;4752.8;45.1
100000.0;0.001;100000;BOTH;25;4634.7;2321.2
100000.0;0.001;100000;BOTH;50;4609.2;4451.4
100000.0;0.001;100000;BOTH;75;4588.1;6632.7
100000.0;0.001;100000;BOTH;100;4574.3;8599.8
100000.0;0.001;100000;GREEDY;25;4627.3;2499.6
100000.0;0.001;100000;GREEDY;50;4593.1;4463.9
100000.0;0.001;100000;GREEDY;75;4580.6;6662.1
100000.0;0.001;100000;GREEDY;100;4583.1;8570.5
100000.0;0.001;100000;NORMAL;1;4786.4;111.0
100000.0;0.001;100000;REHEAT;1;4743.9;86.5
100000.0;0.001;200000;BOTH;25;4609.9;4721.4
100000.0;0.001;200000;BOTH;50;4589.7;8826.6
100000.0;0.001;200000;BOTH;75;4582.1;13249.3
100000.0;0.001;200000;BOTH;100;4563.7;17149.2
100000.0;0.001;200000;GREEDY;25;4611.5;4834.6
100000.0;0.001;200000;GREEDY;50;4593.8;8879.1
100000.0;0.001;200000;GREEDY;75;4574.1;13324.5
100000.0;0.001;200000;GREEDY;100;4572.3;17220.0
100000.0;0.001;200000;NORMAL;1;4735.9;172.0
100000.0;0.001;200000;REHEAT;1;4738.1;172.3
1000000.0;0.001;10000;BOTH;25;4702.6;235.4
1000000.0;0.001;10000;BOTH;50;4643.5;447.3
1000000.0;0.001;10000;BOTH;75;4612.7;667.0
1000000.0;0.001;10000;BOTH;100;4613.0;851.7
1000000.0;0.001;10000;GREEDY;25;4687.4;240.1
1000000.0;0.001;10000;GREEDY;50;4642.2;444.3
1000000.0;0.001;10000;GREEDY;75;4611.5;666.4
1000000.0;0.001;10000;GREEDY;100;4612.5;870.8
1000000.0;0.001;10000;NORMAL;1;4903.3;10.5
1000000.0;0.001;10000;REHEAT;1;5090.8;9.9
1000000.0;0.001;50000;BOTH;25;4687.8;1231.8
1000000.0;0.001;50000;BOTH;50;4628.1;2239.1
1000000.0;0.001;50000;BOTH;75;4595.2;3303.6
1000000.0;0.001;50000;BOTH;100;4580.5;4289.7
1000000.0;0.001;50000;GREEDY;25;4645.2;1172.0
1000000.0;0.001;50000;GREEDY;50;4615.5;2206.3
1000000.0;0.001;50000;GREEDY;75;4595.1;3333.1
1000000.0;0.001;50000;GREEDY;100;4577.1;4261.8
1000000.0;0.001;50000;NORMAL;1;4808.7;45.3
1000000.0;0.001;50000;REHEAT;1;4991.1;42.9
1000000.0;0.001;100000;BOTH;25;4640.9;2342.8
1000000.0;0.001;100000;BOTH;50;4627.9;4426.9
1000000.0;0.001;100000;BOTH;75;4584.2;6687.9
1000000.0;0.001;100000;BOTH;100;4578.6;8568.7
1000000.0;0.001;100000;GREEDY;25;4623.4;2322.0
1000000.0;0.001;100000;GREEDY;50;4598.6;4414.0
1000000.0;0.001;100000;GREEDY;75;4582.4;6880.6
1000000.0;0.001;100000;GREEDY;100;4570.0;8611.7
1000000.0;0.001;100000;NORMAL;1;4765.9;86.9
1000000.0;0.001;100000;REHEAT;1;4763.6;88.5
1000000.0;0.001;200000;BOTH;25;4664.6;4691.0
1000000.0;0.001;200000;BOTH;50;4599.3;8911.3
1000000.0;0.001;200000;BOTH;75;4578.7;13353.7
1000000.0;0.001;200000;BOTH;100;4572.0;17265.3
1000000.0;0.001;200000;GREEDY;25;4613.2;4691.4
1000000.0;0.001;200000;GREEDY;50;4593.2;8873.3
1000000.0;0.001;200000;GREEDY;75;4574.4;13357.9
1000000.0;0.001;200000;GREEDY;100;4566.7;17244.6
1000000.0;0.001;200000;NORMAL;1;4718.0;173.0
1000000.0;0.001;200000;REHEAT;1;4723.9;174.4
