InitialTemp;FinalTemp;MaxIters;Version;NeighSize;Repetition;Cmax;Duration_ms
1000;0.001;6000;NORMAL;1;1;3203;5
1000;0.001;6000;NORMAL;1;2;3182;5
1000;0.001;6000;NORMAL;1;3;3182;5
1000;0.001;6000;NORMAL;1;4;3099;5
1000;0.001;6000;NORMAL;1;5;3186;5
1000;0.001;6000;NORMAL;1;6;3143;5
1000;0.001;6000;NORMAL;1;7;3204;8
1000;0.001;6000;NORMAL;1;8;3118;5
1000;0.001;6000;NORMAL;1;9;3144;5
1000;0.001;6000;NORMAL;1;10;3171;5
1000;0.001;6000;GREEDY;15;1;3017;76
1000;0.001;6000;GREEDY;15;2;3054;77
1000;0.001;6000;GREEDY;15;3;3030;83
1000;0.001;6000;GREEDY;15;4;3071;80
1000;0.001;6000;GREEDY;15;5;3071;79
1000;0.001;6000;GREEDY;15;6;3073;80
1000;0.001;6000;GREEDY;15;7;3112;82
1000;0.001;6000;GREEDY;15;8;3056;84
1000;0.001;6000;GREEDY;15;9;3020;81
1000;0.001;6000;GREEDY;15;10;3047;81
1000;0.001;6000;GREEDY;30;1;3075;142
1000;0.001;6000;GREEDY;30;2;3047;150
1000;0.001;6000;GREEDY;30;3;3061;153
1000;0.001;6000;GREEDY;30;4;3032;152
1000;0.001;6000;GREEDY;30;5;3029;145
1000;0.001;6000;GREEDY;30;6;3047;145
1000;0.001;6000;GREEDY;30;7;3045;146
1000;0.001;6000;GREEDY;30;8;3064;143
1000;0.001;6000;GREEDY;30;9;3030;143
1000;0.001;6000;GREEDY;30;10;3029;138
1000;0.001;6000;GREEDY;45;1;3035;219
1000;0.001;6000;GREEDY;45;2;3025;235
1000;0.001;6000;GREEDY;45;3;3041;211
1000;0.001;6000;GREEDY;45;4;3028;211
1000;0.001;6000;GREEDY;45;5;3037;208
1000;0.001;6000;GREEDY;45;6;3016;279
1000;0.001;6000;GREEDY;45;7;3040;215
1000;0.001;6000;GREEDY;45;8;3022;215
1000;0.001;6000;GREEDY;45;9;3043;214
1000;0.001;6000;GREEDY;45;10;3051;227
1000;0.001;6000;GREEDY;60;1;3019;342
1000;0.001;6000;GREEDY;60;2;3020;330
1000;0.001;6000;GREEDY;60;3;3025;318
1000;0.001;6000;GREEDY;60;4;3023;305
1000;0.001;6000;GREEDY;60;5;3032;286
1000;0.001;6000;GREEDY;60;6;3020;288
1000;0.001;6000;GREEDY;60;7;3015;274
1000;0.001;6000;GREEDY;60;8;3045;282
1000;0.001;6000;GREEDY;60;9;3003;285
1000;0.001;6000;GREEDY;60;10;3054;279
1000;0.001;6000;REHEAT;1;1;3123;5
1000;0.001;6000;REHEAT;1;2;3132;5
1000;0.001;6000;REHEAT;1;3;3120;5
1000;0.001;6000;REHEAT;1;4;3204;5
1000;0.001;6000;REHEAT;1;5;3182;5
1000;0.001;6000;REHEAT;1;6;3190;5
1000;0.001;6000;REHEAT;1;7;3058;5
1000;0.001;6000;REHEAT;1;8;3179;5
1000;0.001;6000;REHEAT;1;9;3177;5
1000;0.001;6000;REHEAT;1;10;3115;5
1000;0.001;6000;BOTH;15;1;3033;77
1000;0.001;6000;BOTH;15;2;3033;76
1000;0.001;6000;BOTH;15;3;3030;80
1000;0.001;6000;BOTH;15;4;3071;78
1000;0.001;6000;BOTH;15;5;3045;76
1000;0.001;6000;BOTH;15;6;3015;78
1000;0.001;6000;BOTH;15;7;3057;78
1000;0.001;6000;BOTH;15;8;3065;80
1000;0.001;6000;BOTH;15;9;3026;81
1000;0.001;6000;BOTH;15;10;3068;81
1000;0.001;6000;BOTH;30;1;3038;136
1000;0.001;6000;BOTH;30;2;3025;137
1000;0.001;6000;BOTH;30;3;3024;143
1000;0.001;6000;BOTH;30;4;3052;136
1000;0.001;6000;BOTH;30;5;3024;145
1000;0.001;6000;BOTH;30;6;3024;148
1000;0.001;6000;BOTH;30;7;3024;141
1000;0.001;6000;BOTH;30;8;3030;140
1000;0.001;6000;BOTH;30;9;3047;143
1000;0.001;6000;BOTH;30;10;3012;147
1000;0.001;6000;BOTH;45;1;3012;213
1000;0.001;6000;BOTH;45;2;3015;218
1000;0.001;6000;BOTH;45;3;2998;222
1000;0.001;6000;BOTH;45;4;3016;221
1000;0.001;6000;BOTH;45;5;3019;221
1000;0.001;6000;BOTH;45;6;3016;228
1000;0.001;6000;BOTH;45;7;3041;206
1000;0.001;6000;BOTH;45;8;3031;211
1000;0.001;6000;BOTH;45;9;3014;209
1000;0.001;6000;BOTH;45;10;3027;205
1000;0.001;6000;BOTH;60;1;2992;275
1000;0.001;6000;BOTH;60;2;3014;275
1000;0.001;6000;BOTH;60;3;3023;283
1000;0.001;6000;BOTH;60;4;3029;282
1000;0.001;6000;BOTH;60;5;3013;269
1000;0.001;6000;BOTH;60;6;3000;286
1000;0.001;6000;BOTH;60;7;3015;290
1000;0.001;6000;BOTH;60;8;3035;270
1000;0.001;6000;BOTH;60;9;3014;286
1000;0.001;6000;BOTH;60;10;3021;286
1000;0.001;30000;NORMAL;1;1;3077;24
1000;0.001;30000;NORMAL;1;2;3175;28
1000;0.001;30000;NORMAL;1;3;3128;24
1000;0.001;30000;NORMAL;1;4;3141;24
1000;0.001;30000;NORMAL;1;5;3082;23
1000;0.001;30000;NORMAL;1;6;3134;23
1000;0.001;30000;NORMAL;1;7;3064;23
1000;0.001;30000;NORMAL;1;8;3065;23
1000;0.001;30000;NORMAL;1;9;3118;24
1000;0.001;30000;NORMAL;1;10;3188;23
1000;0.001;30000;GREEDY;15;1;3070;391
1000;0.001;30000;GREEDY;15;2;3012;387
1000;0.001;30000;GREEDY;15;3;3031;378
1000;0.001;30000;GREEDY;15;4;3023;379
1000;0.001;30000;GREEDY;15;5;3031;438
1000;0.001;30000;GREEDY;15;6;3033;383
1000;0.001;30000;GREEDY;15;7;3051;372
1000;0.001;30000;GREEDY;15;8;3035;382
1000;0.001;30000;GREEDY;15;9;3016;402
1000;0.001;30000;GREEDY;15;10;3045;418
1000;0.001;30000;GREEDY;30;1;3003;752
1000;0.001;30000;GREEDY;30;2;3014;706
1000;0.001;30000;GREEDY;30;3;3017;720
1000;0.001;30000;GREEDY;30;4;3020;714
1000;0.001;30000;GREEDY;30;5;3008;725
1000;0.001;30000;GREEDY;30;6;3020;778
1000;0.001;30000;GREEDY;30;7;3021;888
1000;0.001;30000;GREEDY;30;8;3016;711
1000;0.001;30000;GREEDY;30;9;3029;713
1000;0.001;30000;GREEDY;30;10;2999;700
1000;0.001;30000;GREEDY;45;1;2999;1068
1000;0.001;30000;GREEDY;45;2;3022;1084
1000;0.001;30000;GREEDY;45;3;3016;1128
1000;0.001;30000;GREEDY;45;4;3010;1095
1000;0.001;30000;GREEDY;45;5;3028;1087
1000;0.001;30000;GREEDY;45;6;3004;1052
1000;0.001;30000;GREEDY;45;7;3020;1053
1000;0.001;30000;GREEDY;45;8;3033;1057
1000;0.001;30000;GREEDY;45;9;2997;1167
1000;0.001;30000;GREEDY;45;10;3007;1123
1000;0.001;30000;GREEDY;60;1;3015;1408
1000;0.001;30000;GREEDY;60;2;3018;1413
1000;0.001;30000;GREEDY;60;3;3016;1439
1000;0.001;30000;GREEDY;60;4;3034;1447
1000;0.001;30000;GREEDY;60;5;2998;1409
1000;0.001;30000;GREEDY;60;6;3011;1420
1000;0.001;30000;GREEDY;60;7;2989;1418
1000;0.001;30000;GREEDY;60;8;3002;1395
1000;0.001;30000;GREEDY;60;9;3011;1398
1000;0.001;30000;GREEDY;60;10;3010;1435
1000;0.001;30000;REHEAT;1;1;3073;22
1000;0.001;30000;REHEAT;1;2;3163;24
1000;0.001;30000;REHEAT;1;3;3168;23
1000;0.001;30000;REHEAT;1;4;3163;23
1000;0.001;30000;REHEAT;1;5;3093;22
1000;0.001;30000;REHEAT;1;6;3151;23
1000;0.001;30000;REHEAT;1;7;3114;23
1000;0.001;30000;REHEAT;1;8;3138;23
1000;0.001;30000;REHEAT;1;9;3113;24
1000;0.001;30000;REHEAT;1;10;3152;24
1000;0.001;30000;BOTH;15;1;3048;391
1000;0.001;30000;BOTH;15;2;3031;385
1000;0.001;30000;BOTH;15;3;3046;393
1000;0.001;30000;BOTH;15;4;3012;421
1000;0.001;30000;BOTH;15;5;3029;476
1000;0.001;30000;BOTH;15;6;3050;432
1000;0.001;30000;BOTH;15;7;3041;396
1000;0.001;30000;BOTH;15;8;3018;386
1000;0.001;30000;BOTH;15;9;3019;397
1000;0.001;30000;BOTH;15;10;2985;418
1000;0.001;30000;BOTH;30;1;3005;872
1000;0.001;30000;BOTH;30;2;3003;716
1000;0.001;30000;BOTH;30;3;3026;718
1000;0.001;30000;BOTH;30;4;3000;718
1000;0.001;30000;BOTH;30;5;3034;701
1000;0.001;30000;BOTH;30;6;3029;709
1000;0.001;30000;BOTH;30;7;3030;696
1000;0.001;30000;BOTH;30;8;2993;703
1000;0.001;30000;BOTH;30;9;3036;719
1000;0.001;30000;BOTH;30;10;3001;707
1000;0.001;30000;BOTH;45;1;3003;1059
1000;0.001;30000;BOTH;45;2;3025;1284
1000;0.001;30000;BOTH;45;3;3019;1176
1000;0.001;30000;BOTH;45;4;3003;1098
1000;0.001;30000;BOTH;45;5;2993;1089
1000;0.001;30000;BOTH;45;6;3011;1117
1000;0.001;30000;BOTH;45;7;2998;1114
1000;0.001;30000;BOTH;45;8;3000;1056
1000;0.001;30000;BOTH;45;9;2997;1082
1000;0.001;30000;BOTH;45;10;2999;1085
1000;0.001;30000;BOTH;60;1;2999;1415
1000;0.001;30000;BOTH;60;2;2998;1386
1000;0.001;30000;BOTH;60;3;3010;1415
1000;0.001;30000;BOTH;60;4;3012;1356
1000;0.001;30000;BOTH;60;5;2986;1410
1000;0.001;30000;BOTH;60;6;2992;1489
1000;0.001;30000;BOTH;60;7;2996;1616
1000;0.001;30000;BOTH;60;8;3002;1420
1000;0.001;30000;BOTH;60;9;2996;1434
1000;0.001;30000;BOTH;60;10;2996;1401
1000;0.001;60000;NORMAL;1;1;3085;44
1000;0.001;60000;NORMAL;1;2;3139;45
1000;0.001;60000;NORMAL;1;3;3106;44
1000;0.001;60000;NORMAL;1;4;3143;47
1000;0.001;60000;NORMAL;1;5;3078;46
